Id,Label
86,გია ბარბაქაძე
87,ჯბატ GBAТ
88,გუდ თაირი
89,შპს ჯეო-ტრენდი
90,შპს „BGI“
91,შპს ჯორჯია ოილი
92,შპს "იბერია ტექ ავტომოტივი"
93,ცენტრ ჰაუსი
94,იმედი ავტო 5
95,ლ-ნ
96,შპს მედიქალ ბიოს ჯორჯია
97,ბიოლენდ+
98,მეტროლოგი
99,შ.პ.ს.,,ჰიდონი"
100,ქუთაისის დეზინფექციისა და სპეც.ეპიდ. ზედამხედველობის სამსახური
101,შპს პრევენსიო
102,სამთავრობო დაწესებულებების ეპიდ.საწინააღმდეგო ღონისძიებათა სპეციალიზირებული სამსახური
103,შ.პ.ს. სადეზინფექციო სადეზინსექციო სადერატიზაციო და სასტერილიზაციო ცენტრი "აისი"
104,ინფოზავრი ჯგუფი
105,ირიდა
106,სოლემარტი
107,აი-ეს-ეი სერვისი
108,შ.პ.ს. "მარმენიო"
109,მანანა ბოლქვაძე
110,შ.პ.ს. "ალტა"
111,აეროსოფტი
112,შპს უსაფრთხო კვება
113,E-2010
114,არჩილ შაინიძე
115,ჰერმესი
116,ქეთევან კირილოვა
117,CH CARWASH COMPANY
118,შპს UNICOM
119,შპს "კოპი რუმი"
120,ნექსთ ჯი თი
121,სანენერჯი
122,შპს გუნგლი
123,ჯეო-ბილდი
124,ალზუ
125,შპს ანტუ-რაჟი
126,ზაზო
127,ზაქრო მეშველიანი
128,შპს ამ ჯგუფი
129,შპს ორიენტალი 2013
130,შპს "ფრიშოპ.ჯი"
131,გელა პატარაია
132,თბილისის სასკოლო ინვენტარის ფაბრიკ
133,შპს ელიტ ჯორჯია
134,ფავორიტი სტილი
135,გაზეთი ჯორჯია თუდეი
136,შპს კია მოტორს ჯორჯია
137,ვისოლ პეტროლიუმ ჯორჯია
138,დისქოვერი ავტო სერვისი
139,შ.პ.ს.„სერვისი-2007“
140,ბეღელი
141,გეორგინა
142,მოწინავე სამედიცინო ტექნოლოგიები და სერვისი
143,ეს ბი ეს
144,ფორმა
145,ჰუმან დიაგნოსტიკ ჯორჯია
146,ქუთსერვის ჯგუფი
147,პატრონ ჯორჯია
148,ელიტ კომპიუტერ სისტემსი   (ელკო)
149,პი.ემ.ჯი
150,პსპ ფარმა
151,გურამ მაისურაძე
152,ნინო თუმანიშვილი
153,ქარდ სოლუშენ
154,შპს ტემპი-7
155,ლია ყანჩაველი
156,შარმ ტრეიდინგი
157,შპს :ნ.მ. 2007"
158,შპს კოკა
159,მზია შანთაძე
160,შპს ჯანმრთელი კვება
161,გიორგი დოლიძე
162,შპს printer.ge
163,შპს "ელინო"
164,რელე2
165,ევოკო ჯგუფი
166,დავით სანთელაძე
167,დათო პაპავა
168,შპს Stella N
169,შპს "კრწანისი"
170,აკვალაინი
171,ექსიმ ტრაფიკი
172,remontali l.t.d.
173,შპს ავტოლიდერი
174,შპს იბერიონი
175,"მეგავეტი"
176,შ.პ.ს "სხივი"
177,ბორან ლაითი
178,ზურაბ კიკნაძე
179,დავით ტუხაშვილი
180,ჯი-თი-ვი
181,ს.ს. "ვიგინტოს ელექტრონიკა"
182,შპს "ევრო ოფისი"
183,New and Grand
184,ია ემირიძე
185,ტატიანა მგელაძე
186,ჯი თი ეს ელექტრონიქსი
187,OFFICE GALLERY
188,ჯეოსტილი
189,შპს G M S
190,თეონა მარგველაშვილი
191,შპს პეგასი
192,ლიანა ჭილაია
193,გიორგი ფაფაკერაშვილი
194,შ.პ.ს. "მოდერნ-ვილა"
195,"ეტალონი-2007"
196,შპს ალუსტილი
197,გოგიტა გურგენიძე
198,ი/მეწარმე ,,ნოდარ სამარჯიშვილი"
199,შპს კრეატივ ლაინი
200,შპს აპექს გრუპ
201,ულტრა
202,სიგმა
203,ესაბი
204,ჯი პი სი
205,შპს "იმპექსფარმი"
206,შპს ზუგდიდტრანსჯორჯია
207,გონიო-L
208,ელვა.ჯი
209,დელტა-კომმი «DELTA-COMM»
210,ი/მ ,,მირზა ნემსწვერიძე"
211,ირინე ჯიჯელავა
212,ლიანა თორია
213,გეომეფი
214,აჭარკაპმშენი
215,ლუიზა შონია
216,კომპაუდი
217,ბათაუდიტი
218,შპს ფარშევანგი
219,ივერმედი
220,ემილიანე წილოსანი
221,ტექნოინჟინერინგი
222,შპს ვექტორი
223,"სადაზღვევო კომპანია აი სი ჯგუფი"
224,სადაზღვევო კომპანია ალდაგი ბისიაი
225,ერანიაკ კარაპეტიან
226,შპს ჯეოტივი
227,ზვიად შუბითიძე
228,ვანო ჩხაიძე
229,მათემოტორსი
230,შპს "გეგი"
231,შპს YOUR CENTER
232,ავტოსერვისი 16
233,შპს უნივერსალი 2010
234,პსპ აფთიაქი
235,კოწიწაშვილი და კომპანია
236,დაფა
237,შპს "თეთრიწყაროს კეთილმოწყობისა და დასუფთავების სამსახური"
238,შპს   GEO MASTER
239,მისაკ გრიგორიან
240,ი/მ "არუსიაკ გრიგორიან"
241,შპს  ა.ს.ს.  ნინოწმინდა
242,გამომცემლობა გრიფონი
243,შპს ბაკურ სულაკაურის გამომცემლობა
244,ფავორიტი პრინტი
245,სეზანი
246,ჯეუ გრუპი
247,მშენებელი ლ.მ. 2009
248,"ჯ და ჯ"
249,შპს ფცა 2010
250,შპს  ,,გიორგიწმინდა1"
251,შპს მიგ. ინდუსტრიალი
252,შპს კარდუ
253,შპს ემსიესი
254,GSG GROUP
255,გიორგი ბუთხუზი
256,ი.მ. ლევან კურტანიძე
257,შპს გიორგი
258,შპს მშენებელი
259,ალონისი
260,ატლანტა
261,მშენებელი22
262,რამაზ ჩხაიძე
263,გლობალ ტექნოლოჯი გრუპ
264,შპს ,,თორნიკე"
265,შპს ქარ ვოშ
266,ქლიარი
267,ლაშა რამიშვილი
268,EL-GROUP
269,ზახარ
270,შპს MTG
271,შპს ლუმია
272,შპს ელ-ბი-ენ ლაინი
273,ეკოლაინი
274,შპს I&N
275,ვახტანგ რუხაძე
276,საქართველოს სოციალური განვითარებისათვის
277,გურვა
278,Z&Z
279,შპს new paper
280,მურმანი ჩიქობავა
281,"ფორმატი"
282,შპს შა-გი 2010
283,ბ.ს.ბ.-კომპანია
284,შპს ბრემარი
285,შპს KAR-GEORGIA
286,ალექსანდრე ბარბაქაძე
287,გიგტრეიდი
288,ტრანს მაგისტრალი
289,ერთიგონი
290,დაზღვევის საერთაშორისო კომპანია ირაო
291,კობა მარიამიძე-ლიზიკო
292,ჯამბულ გვიანიძე
293,სუპერ მასტერი
294,ნუგზარ ვარშალომიძე
295,რამაზ დონგუზაშვილი
296,შპს ინტელექტი
297,SmartNet
298,რამაზ თავდგირიძე
299,შპს C-ელსიუსი
300,NEW ENERGY
301,ბადრი ფუტკარაძე
302,შპს რედ ლაინი
303,PREMIUM GROUP
304,ცირა ქავთარაძე
305,გურამ გვიანიძე
306,"ვასო2009"
307,კარა ჯორჯია
308,შპს DMT
309,შპს ''თიგო+''
310,მადონა სოლომონიძე
311,გურამ დუმბაძე
312,კომლენდი
313,შპს "კავკასუს ონლაინი"
314,K.G.A.
315,შპს G & L ჯგუფი
316,შპს "ავარიული"
317,შპს უნიცენტრი
318,შპს სტუდია ქრეატივი
319,"ოშხნელი"
320,ბარტონი
321,თამარ ზურაბაშვილი
322,სერვის ჯგუფი
323,შპს UNIVERSAL FILM PRODUCTION
324,ემზარ მანველიშვილი
325,დავით რობაქიძე
326,ექსპერტი XXI
327,ბესიკ დიაკონიძე
328,შპს Prime Audit
329,დელტა
330,ტოიოტა ცენტრი თბილისი
331,კვირის პალიტრა
332,შპს მამული-2009
333,დაზმირი სიჭინავა
334,ზაუბერ აუტო
335,ამირან ქოჩიაშვილი
336,ნგ ჯგუფი
337,ჰელიქსი
338,შპს დანიჰაუსი
339,არსენ კარკალაია
340,ნილე-ჯგუფი
341,გარანტი 2007
342,გრინ-ლაითი+
343,შპს ,,თელა''
344,შპს ქართლი
345,შპს მაჯა
346,ბანი
347,ავტოგზა
348,,,ავთანდილ ჭაფოძე მაქსი"
349,შპს "ლემასი"
350,"აია ტექსტილი"
351,მოდელების სახლი მატერია
352,ირაკლი აბულაძე
353,ირმა ნასყიდაშვილი
354,დეა 2011
355,შ.პ.ს ბერმუხა 2005
356,შპს დალა 73
357,შპს ფლორა 2009
358,შპს "ელ სი თი"
359,კომპი შოპი
360,კოპიპრინტ-2000
361,შპს ლუმენი
362,შპს ჰოსპიმედ ჯორჯია
363,საქართველოს შსს. დაცვის პოლიციის დეპარტამენტი
364,შპს "იუნაიტედ სეკურიტი"
365,შპს "დ.დ.დ"
366,შპს ,,ვერა 2005"
367,ლაგ.ელ.მო
368,თბილი სახლი
369,ტემპერა
370,ამირანი ნოზაძე
371,გიორგი მაღლაფერიძე
372,,,ირბათ-ფ.ნ"
373,ლემინ ქალდანი
374,ვესტა შპს
375,შპს ენერგეტიკული ალიანსი
376,შ.პ.ს. გამწვანება-94
377,ქიმბაქტი
378,გელა დარახველიძე
379,მბს
380,კეთილმოწყობა
381,ვახტანგი დათუკიშვილი
382,ვინდლაიფ
383,მანტა სისტემსი
384,გეოტექსერვისი
385,გეოლოგია და მინერეალური რესურსები
386,მშვილდოსანი
387,შპს არტიფექსი
388,გრანიტი
389,BNB
390,არტმედია
391,კავშირი პრესა - საქართველო
392,მალხაზ ჭაჭუა
393,შპს   ბაუერი
394,ჯი ეს სი
395,საარი
396,ჰიუნდაი ავტო საქართველო
397,პასატი
398,შპს საქ-ინდუსტრია
399,შპს ლეგიო
400,ინტერტექნოლოგი
401,გლასფასადი
402,შპს ტოპმშენი
403,ქორსოფთი
404,ჯგუფი 24
405,ავტმობილი-06
406,შპს ,,სავაჭრო კომპანია გეოჯემი''
407,შპს ამიკო
408,გრინ პროჯექტი
409,კა ელ ჯი
410,ი/მ ზვიად დიასამიძე
411,სს "ლიტერა"
412,აუდიტორული ფირმა ლაზიკა აუდიტი
413,ნიუ არტ
414,კავშირი ბორჯომის ბავშვთა ფედერაცია
415,შ.პ.ს. "ბორჯომის კეთილმოწყობა"
416,შპს Creative light
417,შპს "ჯეოლაით"
418,გურამი ჯინჭარაძე
419,შპს ვექტორი
420,შპს თბილისი
421,შპს "თბილსათბობმშენი"
422,იბერია ტექნოლოჯი
423,ირმა ხვედელიძე
424,ტრანს კრეატივი
425,BGN
426,აღმდგენი
427,შ.პ.ს "გლობალფარმი"
428,"მშენებელი+"
429,შპს "ომეგა"
430,შოთა ჯიხვაძე
431,ავერსი-გეოფარმი
432,მერაბ კონცელიძე
433,ბონდი-2009
434,შპს XPERA
435,LI-group
436,ალვა
437,ვი დი ჯი გრუპი
438,"კლინტექ"
439,მარინე ლომთათიძე
440,ი/მ არმენ ბალაიანი
441,ჰაიდელბერგბეტონ ჯორჯია
442,შპს EZU
443,არქიტექტორი
444,ტარიელ გოგალაძე
445,მამუკა დიასამიძე
446,გია კავკასია ლოგისტიკა
447,შპს  გამომცემლობა სამშობლო
448,შპს დ & გ კომუნიკაცია
449,ლეი ტექ
450,ი/მ ქრისტინე სარაშვილი
451,1პოლიკლინიკა
452,სს  საზღვაო ჰოსპიტალი
453,ექსკლუზივ პრინტი
454,შპს "პროესკო"
455,ზელმანი
456,შპს თბილისი იპოდრომ სერვისი
457,ოლიკ ნახატაკიან
458,იუჯითი
459,ტელკო სისტემს
460,შპს MEGO
461,შპს GEOMETAL
462,ნათელა ჭანტურია
463,კპი საქართველო
464,ვახტანგი ცხადაია
465,სალომე ცერცვაძე "ინტელექტ-მარკეტი"
466,ლინგვო
467,მზე
468,მაკალე
469,შპს მინიმალი
470,ლირა სამხარაძე
471,დავით აბესაძე
472,ლილე ყიფიანი
473,სქაი სეილს
474,შპს BATUMI GROUP
475,კომპუს ბათუმი
476,კოპი სერვისი
477,შ.პ.ს. "ტურე"
478,გაზეთი საქართველოს მაცნე
479,შპს KOMFORT-E.L
480,მაგთივინი
481,შპს კეპიტალ საინ ტრეიდ
482,კომუნალური მეურნეობა
483,ავროგე-12
484,შპს "ელსელემა"
485,შპს D.R
486,შპს გეო ლოდი
487,მამისონი
488,მითი
489,ვანტი
490,"ნიგი2009"
491,კომპლექს პროჯეკტს
492,შპს ეისი ჯგუფი
493,შპს NIKEA
494,ეკატერინე გიგიტელაშვილი
495,ალექსანდრე მახათელაშვილი
496,შპს "დიკა2011"
497,შპს "აუდიტ-ეკონომიქსი"
498,შპს თომა სერვისი
499,ულტრამარინი
500,საზოგადოებრივი აზრის კვლევისა და მარკეტინგის ინსტიტუტი
501,შპს "ბი-სი-ჯი კვლევა"
502,ეისითი  კვლევა
503,ბესიკი ხურცილავა
504,თეა ტალაბაძე
505,ი/მ ნანა გეგუჩაძე
506,თენგიზი საჯაია
507,მერაბ დიდიძე
508,ქოქო-მობილი
509,ნინა ჩოლოგაური
510,შპს ლაუნდრი 2012
511,ჯ|ჯგუფი
512,მეგასტანდარტი
513,შპს "თგა"
514,ინდენტი
515,მობინადრე2000
516,შპს "იბერია ავტო ცენტრი"
517,ი/ს ,,მანანა ჭაბაშვილი"
518,რონი
519,ლევან ბრეგაძე
520,ნათელა ბერბიჭაშვილი
521,შპს  უნივერსალ ჯგუფი
522,ზვიად აფხაზიშვილი
523,"საზოგადოებრივ ინიციატივათა ჯგუფი"
524,შპს "ლიბკოპი"
525,შპს ვიტაფარმი
526,სპექტრი
527,გიორგი ტყეშელაშვილი
528,giorgi berikishvili
529,ი/მ ეთერი ალადაშვილი
530,შპს ქემა
531,შპს ჯუგსერვისჯგუფი
532,თეიმურაზ
533,შპს კრისტალი
534,მიხეილ წუწუნავა
535,სვანეთი
536,სპორტ+
537,ზურაბ ქორიძე
538,შპს საბ-იკა
539,შ.პ.ს. GEORGIAN FINANCIAL GROUP
540,პლაზმა
541,ტექნოლოჯი სერვისე-ა
542,გიორგი კანდელაკი - ვესტა
543,შპს ,,ოფის ლენდი,,
544,შპს ხელსაწყო-2011
545,ლემონ სტუდიო
546,შპს თიემპრინტ
547,სამაია
548,შპს არქმშენ ჯგუფი
549,შპს TU-KA
550,შპს "კაბადონი +"
551,,,ვისტა 2010"
552,ექსპოგრაფი
553,შპს ”ნინო”
554,მარინე ქიტიაშვილი
555,T.G.COMPANY
556,შპს "ლიდექსი"
557,იამზე ბარამიძე
558,ი/მ ,,ლაშა კვირიკაშვილი"
559,ნეოტექი
560,"აი-დი-ქეი"
561,შპს  ინტეგრა ჯგუფი
562,შპს Urban Motors
563,შპს გოგი
564,შპს 'ჯი-თი მოტორს~
565,ბუროსიტი
566,“GOMARTELI & Company”
567,შპს სამშენებლო სისტემები
568,შ.პ.ს ''ნიუ-კარტი''
569,ლს-გრუპი
570,შპს ,,ლაბორატორია"
571,ქეთევანი ნარიმანიძე
572,შალვა გორგოძე
573,გიორგი ფსუტური
574,შპს ლიზი
575,ი/მ "ბადრი ქველაძე"
576,ქობულეთის წყალი
577,შალვა მესხიძე
578,პაიჭაძე
579,ტესტირების,სერტიფიკაციის ცენტრი
580,ილია ქობალია
581,ახტელი
582,იოსებ ნეფარიძე
583,შპს ვორლდ სერვისი
584,ტარიელ ჯაფარიძე
585,თი-ვი ემ-არ საქართველო
586,ვივა ჯგუფი
587,შპს "პარაგონი იმპორტი"
588,შპს მეგაფარმი
589,შპს მ და კომპანია +
590,პამალა
591,შალვა სულაშვილი
592,ვიკეიენ ინჟინერინგი
593,თურსი
594,ივერია 7
595,იმედი სპეცმშენი 2
596,გიორგი ჩიხლაძე მშენებელი
597,შპს სტილ სერვისი
598,აზავერი
599,შპს "ტექ სერვისი +"
600,შპს RS LINE
601,შპს სოფტმასტერ სერვისი
602,ინდ/მეწარმე ,,ზურა გვიშიანი"
603,ნოკა ჯგუფი
604,აუტოჰაუზ
605,თავისუფალი პრესა
606,„ასპინძის  კეთილმოწყობა“
607,შპს ინტელექტ მარკეტი
608,შპს პენსან ჯორჯია
609,NEW STYLE
610,შპს 3G
611,საქართველოს საერთაშორისო ენერგეტიკული კორპორაცია
612,"აისბერგი-XX1"
613,დემურ ტარიელაძე
614,არჩილი დარახველიძე
615,ი/მ რუფეთ ბოლქვაძე
616,სოთ კო
617,გეა
618,GOLDEN-FUD
619,ბაჩუკი ჩომახაშვილი
620,შპს აქსელ +
621,"ბი-ეს-პი"
622,აქვა-ტერრა
623,მერაბ ბალაშვილი
624,ინტერპრინტჯორჯია
625,დავით გოგიაშვილი
626,შპს კოლხეთი 2012
627,შპს უნიფორმა და უსაფრთხოება LTD UNIFORMA AND SAFETY
628,ეკონ ჯორჯია
629,შპს ბი ემ სი შარმი
630,BM
631,პარაგონი
632,შპს"რემონტი2012"
633,მამული
634,რუსული რეგისტრი - ვესტჯეორჯია
635,ავტოტრანსი
636,ზაზა თავართქილაძე
637,რუსთავის მუნიციპალური ავტოტრანსპორტის  საწარმო
638,შპს თაკვერი 2010
639,შპს ნიუ ლაინ ჯგუფი
640,დაგი
641,შპს ბესტვეი ჯორჯია~
642,ერ-დი ჯგუფი
643,შპს მშენებელი XXI +
644,ინდიკო
645,ინდ. მეწარმე "მერი ხუნწელია"
646,ახმეტის მუნიციპალიტეტის კეთილმოწყობის სამსახური
647,თბილხელსაწყო
648,ავტოსერვისცენტრი+
649,ეთერი ზოიძე
650,ბატონი
651,შპს აბრა
652,რადა
653,შპს ბულატი-2
654,შპს ,,რიალ აუდიტი"
655,შპს ,,კკ-ჯგუფი"
656,დამოუკიდებელ შემფასებელთა და აუდიტორთა კომპანია აუდიტესკორტი
657,DPA
658,შპს ,,კომუნალური 1"
659,''სპექტრი''
660,დი ენდ ჯი
661,ვი აი პი პრინტი
662,შპს "ამქარი 2008"
663,ი/მ "გიორგი ჩხაიძე"
664,შ.პ.ს. "აკაენერჯი"
665,შპს "სინათლე"
666,მ.ს.ლაითს
667,ეივიბი
668,შპს სანი
669,შპს აბრისი-4
670,ეი-ბი-სი ფარმაცია
671,დაისი
672,ინტერიერი
673,ლაშა ხვიჩიას სტამბა
674,ტრანსპორტი2008
675,green energi
676,შპს ლენტეხის დასუფთავებისა და კეთილმოწყობის სამსახური
677,ინტერ პლიუსი
678,პოლიგრაფისტი
679,შირაქი-GEO
680,შპს საგზაო კომპანია
681,ლიდერი
682,შპს Instal Service
683,"დობო"
684,შპს გალაქტიკა
685,შპს  ნამი
686,შპს "მნათობი"
687,ნიუ პროჯეკტ
688,ამირანი ყანდიაშვილი
689,შპს "აუდიტი"
690,ი/მ ილია გოგელაშვილი
691,შ.პ.ს ,,რუსთავენერგოსერვისი"
692,შპს ჯუბა
693,დაცვის სამსახური მგლები
694,ჯეოკონტაქტი
695,ალტერნატიული უსაფრთხოება
696,გრიფინი+
697,ინდ.მეწარმე "ნათელა დევაძე"
698,TRUST COLLABORATION
699,შპს  ლუკა
700,"გსქ კულა"
701,შპს ბითიესი
702,"სატრანსპორტო საამშენებლო კომპანია"
703,გზამშენი-2005
704,პარმა
705,შპს ისანი-სამგორის რაიონის საბინაო კომუნალური მომსახურების სერვისული ცენტრი #90
706,ნანი შავაძე
707,სისაკ აივაზიან
708,თარაშ ემუხვარი
709,სადეზინფექციო სამსახური “თბილისი+“
710,შ.პ.ს. "სერვისცენტრი"
711,სადაზღვევო კომპანია ალფა
712,"სუფთა სამყარო"
713,აკა ჯგუფი
714,ოთარი წიკლაური
715,ალექსი ჭოველიძე
716,დავით ჯოლბორდი
717,კავკასუს აუტო ფართს
718,პრიმამედი
719,დელტამედ ჯორჯია
720,შპს KANT-COMPANY
721,შპს აგრო-მოლი
722,ი/მეწარმე ,,დავით ნარიმანიძე"
723,შპს ფილტრის სახლი
724,მშვიდობა
725,შ.პ.ს. "სანტრილი"
726,ექსდი ჯგუფი
727,შ.პ.ს პროსერვისი
728,ი/მ დავით ბარდაძე
729,კახაბერ ცერცვაძე
730,დივაის სერვისი
731,ნოდარ მოსაშვილი
732,შპს Anry
733,შპს  სახლი 54
734,სამშენებლო კომპანია ბათუმი
735,აირონ თრეიდი
736,შპს პროგრესი პლიუსი
737,შპს Premium Logistic
738,შპს ACHO 007
739,სს G-Force 7 Company
740,ლიჩელი
741,შპს ბიოსანი
742,ცის-ნამი
743,შპს მოდერნ სერვისის საქართველოს ფილიალი
744,შპს ვენკო
745,ლ.დ. ,,ტური,,
746,ექსპრეს გეორგია 2006
747,შპს ზე-თე-ეს და კომპანია
748,შ.პ.ს. ახვლედიანი აუდიტ კონსალტინგი
749,დავით აფრიამაშვილი
750,შპს ჯორჯიან ბიზნესს ზონ
751,ანტარესი
752,სავარძელი
753,საქპროექტარქიტექტურა
754,შპს გლობალ ქლინინგ კომპანი
755,ელგუჯა ტყაბლაძე
756,შ.პ.ს. "ცივი"
757,შ.პ.ს "პროგრესი 2000"
758,აქვაგეო
759,შპს"სუფთა წყალი"
760,სიმბათ
761,ზურაბი დათეშიძე
762,შპს აკ. ვ. ივერიელის სახელობის ენდოკრინოლოგია-მეტაბოლოგია-დიეტოლოგიის ცენტრი  "ენმედიცი"
763,ავერსის კლინიკა
764,შპს. "MAQ AUTOPARTS"
765,შპს  NATURALI
766,შპს ჯორჯიან ალიანსი
767,ფუდსერვისი
768,შპს დ&ლ სერვისი
769,საქართველოს სამეცნიერო-საგანმანათლებლო კომპიუტერული ქსელების ასოციაცია - გრენა
770,შპს ,,აუდიტორული კომპანია პროფესიონალი"
771,შპს კვესი ჯგუფი
772,ინფოჯორჯია XXI
773,დავით გოგატიშვილი
774,ჯეოსელი
775,შპს ინფოსერვისი
776,ჯიმშერი ბერიძე
777,შპს A and S
778,იმუნა
779,მაია გვეტაძე
780,საინფორმაციო ტექნოლოგიების განვითარების ცენტრი
781,მენთეშ პროდაქშენი
782,შპს INTERSPORT
783,თამარიონი-2002
784,რეზონი
785,ფინანსები
786,ფაუნტეინ ჯორჯია
787,თბილისელები
788,ინდ. მეწარმე გიორგი ჭანია
789,შპს ჯორჯიანმედი
790,მაგისტრი
791,უშიშროების სამსახური "იმედი"
792,თენგიზ ჯოჯუა
793,თეიმურაზი რუსია
794,კომპანია "მედინსერვი"
795,"ვია ვიტა"
796,საგზაო კომპანია "თბილისი"
797,სს ერღოკატ მაკედონია ა.ტ.ე.ვ.ე-ს საქართველოს ფილიალი
798,ბლექ სი გრუპი
799,ეტრატი კახეთი
800,შპს დეკორი
801,შ.პ.ს,,ხალდეს"
802,შპს LAV TRAVEL
803,გიგა ჯინჭარაძე
804," ნათელი თაობა "
805,მშენებელი 2012
806,სპს საადვოკატო ბიურო კორძახია, ჟღენტი
807,გზაჯვარედინი
808,სოფთლაინ საქართველო
809,იმგო
810,პსპ დაზღვევა
811,ბიზნეს ჯგუფი
812,ი/მ ,,ტარიელი თომაძე"
813,შპს სკაინეტ
814,ნიკოლოზი ონიაშვილი
815,შ.პ.ს.;მარგი;
816,გიორგი მარუქაშვილი
817,შპს მომავალი
818,შპს Z&G
819,ომარ ბულბულაშვილი
820,შპს მშენებელი-ნიკა 2009
821,ბაკა+
822,სისტემები
823,''მართვე-5''
824,შპს გამმა ლიფტი
825,შპს  Pitt Bull
826,იდიალ გლობალი
827,შპს მარკეთ ინთელიჯენს კაუკასუს
828,გამოყენებითი კვლევების კომპანია
829,სოციალური კვლევების ინსტიტუტი
830,შპს UP
831,''თემური ქვარცხავა''
832,ნიუ ბილდინგი 2008
833,"რომან ჯინჭარაძე"
834,ნიტექსი
835,უნისტილი
836,სერგო ვერულაშვილი
837,შპს"სუფთა სამყარო აჭარაში"
838,ელინა ქეცბაია
839,შპს გუნგა
840,გალაქსი
841,ტექნიკური ცენტრი "გრო"
842,გიორგი ქიბროწაშვილი
843,ზაზა ონიაშვილი
844,შპს "ეკონომი"
845,შუმერი
846,ეთერი მახვილაძე
847,შალვა დარახველიძე
848,ი.მ. "გიორგი ბაბუხადია"
849,შ.პ.ს კოლხეთი 97
850,შპს ფუდლაინ 2012
851,ატომ ელექტრონიქსი
852,შპს  GNG
853,შ.პ.ს. "მითანა"
854,ნდზ
855,"Crosslane  Investments limited"-ის კანონიერი წარმომადგენლობა
856,შ.პ.ს პრიმა აუდიტი
857,ოთარველიაშვილი
858,საქბინრემპროექტი
859,საქარტველოს ტექნიკური ჯგუფი
860,შ.პ.ს. ''სააგენტო სერვის ცენტრი ტ.გ.მ,,
861,გოგსერვისი
862,მიშა ახვლედიანი
863,შ.პ.ს ბომს
864,ვახტანგ მაკარაძე
865,შპს ვირშელი
866,ირისე
867,კოპალა
868,ნინო ონოფრიშვილი
869,ჯგუფი კახური საქმე
870,გიორგი კაპანაძე
871,სი-ჯი-ეს
872,ფოთი ლიფტი
873,შპს პრიმა ჯგუფი
874,VIP ჯგუფი
875,MW
876,ილია გაბელია
877,არილი
878,შპს საპოვნელა+
879,ბორანი
880,ტ და გ
881,ჯი-აი-დი
882,"ინფრასტრუქტურა-2008"
883,რადექსი
884,ჯრკომ
885,ავერსი-ფარმა
886,შ.პ.ს."ქეთურინა"
887,შპს. "იბერია-ჯ"
888,შპს პრიმაქს-ჯორჯია
889,კლიმატ დიზაინი
890,ველი
891,მცენარეთა დაცვის საწარმო
892,ემზარ ნანუაშვილი
893,ინჟინერი
894,ბელი
895,შპს შენგელი
896,შპს ნატახტარის წყლები
897,ი/მ ბადრი თედიაშვილი
898,ელიზბარი შარმაზანაშვილი
899,ფორესთ კონსალტინგი
