Id,Label
270,პოლიგრაფისტი
271,შპს "Art House"
272,გიორგი კანდელაკი - ვესტა
273,შპს "ვიდეოსკოპი"
274,შპს ქარ ვოშ
275,სუპერ მასტერი
276,შპს დაუკვეთეთ&გაიხარეთ
277,ზიქრი ფუტკარაძე
278,E-2010
279,აეროსოფტი
280,კორუ
281,შპს მარშე
282,სქაი სეილს
283,გალაქსი
284,შპს MEGO
285,ნათელა ბერბიჭაშვილი
286,შპს ოსანი
287,აჭარგანათება
288,რამაზ თავდგირიძე
289,ბელუქსი
290,ბადრი ჯგუშია
291,ირაკლი თორდია
292,შპს შა-გი 2010
293,1პოლიკლინიკა
294,რევაზი სანაია
295,შპს  RISALI
296,შპს "ელსელემა"
297,შპს აუტოსიტი
298,შპს „ირაკლი“
299,შ.პ.ს. "ლეკო"
300,კობა ლომიძე
301,გზაჯვარედინი
302,გიორგი ჯიბღაშვილი
303,გიორგი მაღლაფერიძე
304,შპს მედიქალ ბიოს ჯორჯია
305,ირისე
306,ექსდი ჯგუფი
307,შპს "ინტეგრა+"
308,შპს ავტოლიდერი
309,იმედი ავტო 5
310,მოწინავე სამედიცინო ტექნოლოგიები და სერვისი
311,ყაზბეგის მუნიციპალიტეტის კეთილმოწყობის, გამწვანებისა და დასუფთავების სამსახური
312,ბილდინგი
313,გრინ დისტრიბუშენი
314,კომპლექს პროჯეკტს
315,აკვედუკი 07
316,მშვილდოსანი
317,კარენ სტელმაშოვი
318,დავით ჩალათაშვილი
319,საქართველოს საერთაშორისო ენერგეტიკული კორპორაცია
320,ვისოლ პეტროლიუმ ჯორჯია
321,''სპექტრი''
322,ბარტონი
323,ჯეო-ბილდი
324,შპს GEOMETAL
325,ბიარტი +
326,პოლიპრინტი
327,დობერა
328,ვესტფარმ
329,ლატეკი
330,შპს E2E4+
331,შპს არადანი ინფო
332,დისქოვერი ავტო სერვისი
333,FRESHTOUR
334,გეო
335,რუსუდან ფასიეშვილი
336,შპს  FIVE MINUTES
337,ჰორიზონ ტვ სტუდია
338,GOLDEN-FUD
339,ჟღენტი და ტრანსკომპანია
340,შპს  თამარი ტური
341,დამოუკიდებელი აუდიტორი მირიან მირიანაშვილი
342,ჯეო-შოთ-სელინგ
343,დავითი ბაშალეიშვილი
344,ჰარმონი ივენთს
345,შპს Best Events Catering
346,პულსი 2007
347,თამაზ ბუკია
348,ფიტიჩ ჯორჯია
349,ვინორ დარსალია
350,"მარიამი 2009"
351,შპს "კოპი რუმი"
352,შპს Nutrition Georgia ნუტრიშენ ჯორჯია
353,გია კობახიძე
354,მილერ ჩახმახაშვილი
355,ნოვი სტილი ჯორჯია
356,ჯეოონო
357,შპს "ჯორჯიან მიკროსისტემს"
358,შპს რიტუალ–ლუქსი
359,ჯეა
360,სოლემარტი
361,ულტრა
362,დი ენდ ჯი
363,ფრანი
364,რეზონი
365,ინტერპრინტჯორჯია
366,ზაზა ხარჩილავა
367,ლალი თურმანიძე
368,მათემოტორსი
369,,,ირბათ-ფ.ნ"
370,სოსო კოკორაშვილი
371,ნიკოლოზ ნიკოლაშვილი
372,პსპ დაზღვევა
373,სახანძრო ტექნიკი
374,გელა ჟამუტაშვილი
375,ნოდარი ბეროშვილი
376,შპს კახეთი 2013
377,რამაზ  ხაჩირაშვილი
378,ნათელა გახუტიშვილი
379,კავკასუს აუტო ფართს
380,ახალი საქქალაქმშენპროექტი
381,ვარლამ ჯანჯღავა
382,შპს საქართველოს ტექნოლოგიური ჯგუფი
383,შპს ორიკა
384,"დობო"
385,შიო ირემაძე
386,ომარი როინიშვილი
387,"სან. ტექ. სერვისი"
388,სს"ელექტრომოძრავი შემადგენლობის სარემონტო ქარხანა თბილისის ფილიალი"
389,სულიკო მამულაშვილი
390,მაკალე
391,შპს D &amp; I AUDIT COMPANY
392,ავთანდილ ფაჩხატაშვილი
393,შპს  ფაშა
394,დავით თავაძე
395,თორნიკე
396,შპს MAR-KES
397,თბილსერვისი
398,ექსიმ ტრაფიკი
399,ვასილ იმერლიშვილი
400,ალექსანდრე მახათელაშვილი
401,ბთმ გროუპ
402,შპს "ტრინოქსი"
403,შპს ქეი ჯი ავტომოტივი
404,გმ აუტო
405,შპს რეალსერვისი
406,კანცელარიის სამყარო
407,შ.პ.ს "ათასოი ჯორჯია"
408,შ.პ.ს ,,კონტრაქტმშენი"
409,შპს არგინეთი 2011
410,ვართან მარქაროვი
411,ივერია 7
412,ჯგუფი 24
413,იმერეთის რეგიონალური კლინიკური საავდმყოფო
414,"ფლაგ არტი"
415,კა ელ ჯი
416,LYNX SYSTEMS
417,გია ბარბაქაძე
418,ჯბატ GBAТ
419,გუდ თაირი
420,მეგასპორტი
421,ცენტრ ჰაუსი
422,ლ-ნ
423,„დემა”
424,ბიოლენდ+
425,მურმან ერქვანია
426,ჯანი
427,შ.პ.ს. "მშენებელი 2011"
428,იუჯითი
429,მეტროლოგი
430,ქუთაისის დეზინფექციისა და სპეც.ეპიდ. ზედამხედველობის სამსახური
431,შპს პრევენსიო
432,სამთავრობო დაწესებულებების ეპიდ.საწინააღმდეგო ღონისძიებათა სპეციალიზირებული სამსახური
433,შ.პ.ს. სადეზინფექციო სადეზინსექციო სადერატიზაციო და სასტერილიზაციო ცენტრი "აისი"
434,შ.პ.ს.,,ჰიდონი"
435,ინფოზავრი ჯგუფი
436,ირიდა
437,აი-ეს-ეი სერვისი
438,შ.პ.ს. "მარმენიო"
439,მანანა ბოლქვაძე
440,კპი საქართველო
441,შპს ივერია ქსელი
442,შპს მპიგ-სერვისი
443,შპს ქველკო
444,შპს უსაფრთხო კვება
445,არჩილ შაინიძე
446,ჰერმესი
447,CH CARWASH COMPANY
448,ქეთევან კირილოვა
449,შპს UNICOM
450,ქარდ სოლუშენ
451,სანენერჯი
452,შპს ანტუ-რაჟი
453,ზაზო
454,ზაქრო მეშველიანი
455,შპს ამ ჯგუფი
456,შპს ორიენტალი 2013
457,შპს გუნგლი
458,შპს "ფრიშოპ.ჯი"
459,თბილისის სასკოლო ინვენტარის ფაბრიკ
460,ნანი შავაძე
461,შპს გალაქტიკა
462,შპს ადიგენის ავტოსატრანსპორტო საწარმო 2
463,საუკი
464,შპს ელიტ ჯორჯია
465,ზახარ
466,ჯი-თი-ვი
467,პრინტ კოპი სერვისი
468,შპს ელო-07
469,გაზეთი ჯორჯია თუდეი
470,შპს კია მოტორს ჯორჯია
471,ზიმო-7
472,ინდ მეწარმე ხათუნა სურმანიძე
473,შპს ვიტაფარმი
474,შ.პ.ს.„სერვისი-2007“
475,აუდიტორული ფირმა ლაზიკა აუდიტი
476,ეგრის-აუდიტი
477,"აუდიტ-გ.მ.'
478,ბეღელი
479,გეორგინა
480,ეს ბი ეს
481,კახა ვარდიძე
482,შპს ,,საქართველოს პლასტიკური წარმოება"
483,შარმ ტრეიდინგი
484,შპს გრემი
485,გელა ხითარიშვილი
486,კომლენდი
487,ფორმა
488,ქუთსერვის ჯგუფი
489,ელიტ კომპიუტერ სისტემსი   (ელკო)
490,პსპ ფარმა
491,გურამ მაისურაძე
492,ნინო თუმანიშვილი
493,შპს "ბბ კომპანი"
494,ლია ყანჩაველი
495,შპს კოკა
496,მზია შანთაძე
497,შპს ჯანმრთელი კვება
498,ვლს
499,გიორგი დოლიძე
500,შპს ,,თელა''
501,კოლხი2007+
502,შპს printer.ge
503,შპს "ელინო"
504,შპს Stella N
505,შპს "კრწანისი"
506,სერგი-07
507,ორმორელ
508,"გსქ კულა"
509,remontali l.t.d.
510,გიორგი მარიამიძე
511,თარაშ ემუხვარი
512,შპს "ამქარი 2008"
513,შპს იბერიონი
514,შპს პრინტ-ოფისი
515,თამარ ალექსიძე
516,"მეგავეტი"
517,ზურაბ კიკნაძე
518,დავით ტუხაშვილი
519,ს.ს. "ვიგინტოს ელექტრონიკა"
520,New and Grand
521,ჯი თი ეს ელექტრონიქსი
522,OFFICE GALLERY
523,შოთა ჯიხვაძე
524,ლერი ბოგვერაძე
525,შპს G M S
526,თეონა მარგველაშვილი
527,შპს პეგასი
528,ლიანა ჭილაია
529,გიორგი ფაფაკერაშვილი
530,შ.პ.ს. "მოდერნ-ვილა"
531,გიორგი გოგალაძე
532,შპს ალუსტილი
533,გოგიტა გურგენიძე
534,ი/მეწარმე ,,ნოდარ სამარჯიშვილი"
535,შპს კრეატივ ლაინი
536,შპს აპექს გრუპ
537,სიგმა
538,შპს "იმპექსფარმი"
539,შპს ალისა
540,შპს ზუგდიდტრანსჯორჯია
541,გონიო-L
542,შპს მეგაფარმი
543,ეი-ბი-სი ფარმაცია
544,ელვა.ჯი
545,ი/მ ,,მირზა ნემსწვერიძე"
546,ირინე ჯიჯელავა
547,ბაბილინა ასპანიძე
548,ლიანა თორია
549,გეომეფი
550,ლუიზა შონია
551,ენ ჯი თი ჯგუფი
552,შპს ,, vip servici "
553,ბათაუდიტი
554,შპს WOOD LAND
555,შპს სანია
556,შპს   ჯეო კომფორტი
557,გურვა
558,შპს ჯორჯია
559,შპს ფარშევანგი
560,ემილიანე წილოსანი
561,შპს ვექტორი
562,ტექნოინჟინერინგი
563,ერანიაკ კარაპეტიან
564,შპს ჯეოტივი
565,ზვიად შუბითიძე
566,ვანო ჩხაიძე
567,შპს "გეგი"
568,შპს YOUR CENTER
569,ავტოსერვისი 16
570,შპს უნივერსალი 2010
571,შ.პ.ს "პროგრესი 2000"
572,პსპ აფთიაქი
573,სეიბოლტ-ანალიტ ჰოლდინგ ბ.ვ. -ს წარმომადგენლობა ბათუმში
574,შპს   GEO MASTER
575,შპს "თეთრიწყაროს კეთილმოწყობისა და დასუფთავების სამსახური"
576,შპს "ტერაგრაფიკი"
577,მამული 2
578,მამული 2007
579,მისაკ გრიგორიან
580,ი/მ "არუსიაკ გრიგორიან"
581,შპს  ა.ს.ს.  ნინოწმინდა
582,გამომცემლობა გრიფონი
583,შპს ბაკურ სულაკაურის გამომცემლობა
584,ფავორიტი პრინტი
585,სეზანი
586,მშენებელი ლ.მ. 2009
587,"ჯ და ჯ"
588,ჯეუ გრუპი
589,შპს ფცა 2010
590,შპს მიგ. ინდუსტრიალი
591,შპს კარდუ
592,შპს ემსიესი
593,GSG GROUP
594,გიორგი ბუთხუზი
595,ი.მ. ლევან კურტანიძე
596,შპს გიორგი
597,შპს მშენებელი
598,ალონისი
599,ატლანტა
600,მშენებელი22
601,რამაზ ჩხაიძე
602,ქლიარი
603,ლაშა რამიშვილი
604,შპს MTG
605,შპს ლუმია
606,შპს ელ-ბი-ენ ლაინი
607,ეკოლაინი
608,შპს I&N
609,ვახტანგ რუხაძე
610,"ჯორჯი"
611,Z&Z
612,შპს  გეოტეკი
613,გურამ ოდიშვილი
614,დასა
615,შპს Innovatech
616,შპს ენერგეტიკული ალიანსი
617,ელ-დკ
618,მურმანი ჩიქობავა
619,შპს D.R
620,მარიამი-2005
621,შპს ბრემარი
622,შპს KAR-GEORGIA
623,ალექსანდრე ბარბაქაძე
624,გიგტრეიდი
625,შპს დიდი მინდორი
626,შპს უნიცენტრი
627,ერთიგონი
628,შპს არქმშენ ჯგუფი
629,იბერიამშენი
630,შპს ჯი აი თი - 2007
631,ჯამბულ გვიანიძე
632,ნუგზარ ვარშალომიძე
633,რამაზ დონგუზაშვილი
634,შპს ინტელექტი
635,შპს C-ელსიუსი
636,NEW ENERGY
637,ბადრი ფუტკარაძე
638,შპს რედ ლაინი
639,PREMIUM GROUP
640,გურამ გვიანიძე
641,კარა ჯორჯია
642,შპს DMT
643,შპს ''თიგო+''
644,მადონა სოლომონიძე
645,გურამ დუმბაძე
646,შპს NMN
647,შპს ინოვაცია
648,შპს ეკომშენი
649,შ.პ.ს. GEORGIAN FINANCIAL GROUP
650,შპს აჩისარი
651,K.G.A.
652,შპს G & L ჯგუფი
653,შპს "ავარიული"
654,შპს Anry
655,ლევან გოცაძე
656,შპს სტუდია ქრეატივი
657,"ოშხნელი"
658,შპს მაგნოლია
659,შპს მენა
660,შპს "მინმშენი"
661,გრინ სტუდიო
662,შპს ქართლი
663,ინჟინერი
664,დაგი
665,BNB
666,შპს ნი-მა
667,შპს   Sun development
668,დიდგორი-2005
669,შპს ედემი
670,შპს ინდუსტრიული ჯგუფი
671,მადლი
672,შპს ა.ლ.მ. ევროტექნიკსი
673,მამისონი
674,ლენტეხის საგზაო 2000
675,iberia tech
676,ენგური 2006
677,ტერექს-XXI
678,სერვის ჯგუფი
679,თამარ ზურაბაშვილი
680,შპს UNIVERSAL FILM PRODUCTION
681,ემზარ მანველიშვილი
682,ექსპერტი XXI
683,ბესიკ დიაკონიძე
684,შპს Prime Audit
685,დელტა
686,კვირის პალიტრა
687,ვუგარ რაჯაბოვი
688,შპს აკ. ვ. ივერიელის სახელობის ენდოკრინოლოგია-მეტაბოლოგია-დიეტოლოგიის ცენტრი  "ენმედიცი"
689,ავერსის კლინიკა
690,შპს საერთაშორისო სამედიცინო ლაბორატორია
691,შპს კოტე 2007
692,შპს ,,იბერია ავტოჰაუსი"
693,შპს მამული-2009
694,ვი ქომ
695,დაზმირი სიჭინავა
696,შპს იმედი 2012
697,BM
698,შპს სტილი
699,ზაუბერ აუტო
700,შ.პ.ს ,,თაიმსერვისი"
701,ამირან ქოჩიაშვილი
702,ნგ ჯგუფი
703,ჰელიქსი
704,შპს დანიჰაუსი
705,west development
706,შპს    euro group
707,ინჟმშენი 96
708,შ.პ.ს "მშენსპეცი"
709,შპს ნიუ-ემ
710,გრიგოლი ჩოგოვაძე
711,ტიტო
712,შ.პ.ს. ,,ქუთაის წყალმშენი"
713,არქიკულტურა
714,ნილე-ჯგუფი
715,არსენ კარკალაია
716,შპს  სახლი 54
717,შპს ოცნება 2010
718,ამაგი
719,გოჩა სარიჯაშვილი
720,შპს ტოპმშენი
721,შპს   GMS
722,შპს PROGRESS
723,შპს თაგი
724,შპს თათიდანი
725,შპს ელიტმშენი
726,შპს კრისტალი kristali
727,გარანტი 2007
728,შპს მაჯა
729,ბანი
730,ავტოგზა
731,შპს "ლემასი"
732,"აია ტექსტილი"
733,მოდელების სახლი მატერია
734,,,ავთანდილ ჭაფოძე მაქსი"
735,ირაკლი აბულაძე
736,ირმა ნასყიდაშვილი
737,დეა 2011
738,შპს ბათგამწვანება
739,გრინსერვისი+
740,აგროდეკორსერვისი
741,შპს საქართველოს ნერგები
742,შპს "მწვანე სახლი"
743,შპს FLORA
744,შ.პ.ს ბერმუხა 2005
745,შპს დალა 73
746,შპს ფლორა 2009
747,კომპი შოპი
748,კოპიპრინტ-2000
749,სამაია
750,პრიმამედი
751,შპს "კამარა სისტემს"
752,შპს ლუმენი
753,შპს ჰოსპიმედ ჯორჯია
754,შპს "იუნაიტედ სეკურიტი"
755,შპს "დ.დ.დ"
756,შპს ,,ვერა 2005"
757,ლაგ.ელ.მო
758,შპს artifix
759,ჰესპია მური
760,თბილი სახლი
761,ამირანი ნოზაძე
762,საქართველოს საზოგადოებრივი ჯანდაცვის და მედიცინის განვითარების ფონდი
763,ლემინ ქალდანი
764,შპს VIP კომფორტი
765,ზაზა ლორთქიფანიძე
766,დეიმა
767,თეიმურაზი ქორთუა
768,ვანის საგზაო
769,ვესტა შპს
770,M ავტო
771,იოსებ ნანუაშვილი
772,"თბილისი ანანო და გიორგი"
773,შ.პ.ს. გამწვანება-94
774,ქიმბაქტი
775,ჯი ელ გრუპი
776,შპს "ალმა პლიუსი"
777,აუთდორ ტიპოგრაფი
778,ვაისი
779,შპს კიკვა
780,არტ ჯი
781,მისტერ ქუუქ
782,კეთილმოწყობა
783,ვახტანგი დათუკიშვილი
784,ი/მ ვახტანგი გილაშვილი
785,ალექსანდრე არაყიშვილი
786,მამუკა დიასამიძე
787,შპს "ტონი და კომპანი"
788,ზიმო
789,შპს სეტა პროიექტოს ინტერნაციონალეს SETA Proyectos Internacionales
790,შ.პ.ს.''კაპიტელი''
791,tek-ev insaat dekorasyon iç ve diş ticarett ltd.sti
792,გეოლოგია და მინერეალური რესურსები
793,გეოტექსერვისი
794,SEMEX GEORGIA
795,არტმედია
796,კავშირი პრესა - საქართველო
797,მალხაზ ჭაჭუა
798,შპს   ბაუერი
799,ჯი ეს სი
800,საარი
801,კომფორტი2005
802,ჰიუნდაი ავტო საქართველო
803,პასატი
804,შპს საქ-ინდუსტრია
805,შპს ლეგიო
806,გლასფასადი
807,ქორსოფთი
808,ავტმობილი-06
809,შპს ,,სავაჭრო კომპანია გეოჯემი''
810,შპს ამიკო
811,გრინ პროჯექტი
812,ვივა ჯგუფი
813,შპს "პარაგონი იმპორტი"
814,პროფიმპექსი
815,ქომუნალ ტექნოლოჯი
816,ეკონ ჯორჯია
817,ი/მ ზვიად დიასამიძე
818,სს "ლიტერა"
819,შპს სადაზღვევო კომპანია "არდი ჯგუფი"
820,კავშირი ბორჯომის ბავშვთა ფედერაცია
821,ნიუ არტ
822,GIOX
823,შ.პ.ს. "ბორჯომის კეთილმოწყობა"
824,შპს კოლხი 2012
825,შპს მშენსერვისი2012
826,შპს პრაიმ+
827," ნათელი თაობა "
828,გრუსია
829,ერისიმედი
830,გურამი ჯინჭარაძე
831,შპს G.M.M.
832,შპს გეო ინვესტი
833,თელა 2012
834,შპს"სპეცავტომატიკა"
835,შპს ლავერსი
836,შპს მარსი
837,იბერია ტექნოლოჯი
838,ტრანს კრეატივი
839,ირმა ხვედელიძე
840,აუტოჰაუზ
841,სამშენებლო კომპანია ბათუმი
842,ჰეფესტო
843,შპს ჯენერალ ქონსთრაქშენ კომპანი
844,პრიზმა
845,შპს "ნიუ კონსტრაქშენ"
846,BGN
847,აღმდგენი
848,შ.პ.ს "გლობალფარმი"
849,"მშენებელი+"
850,შპს "ომეგა"
851,მერაბ კონცელიძე
852,გონი-011
853,უნივერსალი
854,კაბადოკია
855,თ.ბ-კაპიტალი
856,შპს XPERA
857,LI-group
858,ბონდი-2009
859,ალვა
860,გია კავკასია ლოგისტიკა
861,მარინე ლომთათიძე
862,ი/მ არმენ ბალაიანი
863,ჰაიდელბერგბეტონ ჯორჯია
864,სტილექსი
865,შ.პ.ს. "კონსტრუქცია XXI"
866,თობე 2012
867,შპს "გვიბი"
868,შპს სანდომშენსერვისი
869,ინტერ პლიუსი
870,კონსოლი
871,"ს.ე.ნ."
872,შპს ლუკა
873,გამა მილენიუმი
874,"ეფექტი"
875,შპს კრისტალი
876,შპს აისი
877,სინათლე-2006
878,შპს ტრანს-ინერტი
879,"ლიკანი 2000"
880,დიდგორი-2011
881,შპს ბეგი ჯორჯია
882,შპს G.S.A.
883,შპს EZU
884,არქიტექტორი
885,ტარიელ გოგალაძე
886,შპს  გამომცემლობა სამშობლო
887,შ.პ.ს. "ტურე"
888,შპს დ & გ კომუნიკაცია
889,თურსი
890,გლობალჰაუს
891,დამბა
892,შპს "ბლოკ-ჯორჯია"
893,ლეი ტექ
894,ი/მ ქრისტინე სარაშვილი
895,შპს"სუფთა სამყარო აჭარაში"
896,პროგრეს სერვისი
897,სს  საზღვაო ჰოსპიტალი
898,ექსკლუზივ პრინტი
899,შპს "პროესკო"
900,ბ.ე. & კო
901,ზელმანი
902,შპს თბილისი იპოდრომ სერვისი
903,ოლიკ ნახატაკიან
904,აირონ თრეიდი
905,შპს პარაბოლა
906,ავტოსერვისცენტრი+
907,შპს ს.მ.ს.
908,შპს S გრუპი
909,ნათელა ჭანტურია
910,ვახტანგი ცხადაია
911,სალომე ცერცვაძე "ინტელექტ-მარკეტი"
912,ლინგვო
913,ი/ს ,,მანანა ჭაბაშვილი"
914,ჯონი ცხვედიანი
915,შპს ნოვატორი
916,ალავერდი2008
917,მზე
918,შპს მინიმალი
919,ლირა სამხარაძე
920,დავით აბესაძე
921,ლილე ყიფიანი
922,ბ&დკომპანი
923,ნიუ-სერვისი+
924,შპს BATUMI GROUP
925,კოპი სერვისი
