15118000,ცხენის ვირის ჯორის ან ჯორცხენას ხორცი
15118100,ცხენის ხორცი
15118900,ვირის ჯორის ან ჯორცხენას ხორცი
15119000,სხვადასხვა ხორცი
15119100,ბოცვრის ხორცი
15119200,კურდღლის ხორცი
15119300,ნანადირევი
15119400,ბაყაყის ფეხები
15119500,მტრედები
15119600,თევზის ხორცი
15130000,ხორცის პროდუქტები
15131000,ხორცის კონსერვები და პროდუქტები
15131100,საძეხვე ხორცისგან დამზადებული პროდუქტები
15131110,საძეხვე ხორცი
15131120,ძეხვეული პროდუქტები
15131130,ძეხვი
15131134,სისხლიანი ძეხვი და სისხლის სხვა ძეხვები
15131135,(შინაური) ფრინველის ხორცის ძეხვეული
15131200,გამხმარი დამარილებული შებოლილი ან შეკმაზული ხორცი
15131210,შებოლილი ლორი
15131220,ბეკონი
15131230,სალიამი
15131300,ღვიძლის პროდუქტები
15131310,პაშტეტი
15131320,ბატისა და იხვის ღვიძლისაგან დამზადებული პროდუქტები
15131400,ღორის ხორცის პროდუქტები
15131410,ლორი
15131420,გუფთა
15131490,ღორის ხორცისგან მომზადებული კერძები
15131500,(შინაური) ფრინველის ხორცის პროდუქტები
15131600,საქონლისა და ხბოს ხორცის პროდუქტები
15131610,საქონლის ხორცის გუფთა
15131620,დაკეპილი საქონლის ხორცი (ფარში)
15131640,ფუნთუშა საქონლის ხორცის კატლეტით (ბიფბურგერი)
15131700,ხორცის ნამზადი
15200000,მზა და დაკონსერვებული თევზი
15210000,თევზის ფილე თევზის ღვიძლი და ხიზილალა
15211000,თევზის ფილეები
15211100,თევზის გაუყინავი ფილეები
15212000,თევზის ქვირითი
15213000,თევზის ღვიძლი
15220000,გაყინული თევზი თევზის ფილე და თევზის სხვა ხორცი
15221000,გაყინული თევზი
15229000,გაყინული თევზის პროდუქტები
15230000,გამხმარი ან დამარილებული თევზი თევზი მარილწყალში შებოლილი თევზი
15231000,გამხმარი თევზი
15232000,დამარილებული თევზი
15233000,თევზი მარილწყალში
15234000,შებოლილი თევზი
15235000,დაკონსერვებული თევზი
15240000,თევზი თუნუქის ან ლითონის ყუთებში და სხვა სახის მომზადებული ან დაკონსერვებული თევზი
15241000,საფანელში ამოვლებული დაკონსერვებული თევზი
15241100,დაკონსერვებული ორაგული
15241200,დამუშავებული ან დაკონსერვებული ქაშაყი
15241300,სარდინი
15241400,დაკონსერვებული თინუსი
15241500,სკუმბრია
15241600,ანჩოუსი
15241700,თევზის ჩხირები
15241800,საფანელში ამოვლებული თევზისაგან დამზადებული პროდუქტები
15242000,თევზის მზა კერძები
15243000,თევზის პროდუქტები
15244000,შავი ხიზილალა და ხიზილალა
15244100,შავი ხიზილალა
15244200,ხიზილალა
15250000,ზღვის პროდუქტები
15251000,გაყინული კიბოსნაირები
15252000,მომზადებული ან დაკონსერვებული კიბოსნაირები
15253000,მოლუსკებისგან დამზადებული პროდუქტები
15300000,ხილი ბოსტნეული და მონათესავე პროდუქტები
15310000,კარტოფილი და კარტოფილის პროდუქტები
15311000,გაყინული კარტოფილი
15311100,ჩიფსები ან კარტოფილი-ფრი
15311200,კუბებად ბრტყელ ნაჭრებად ან სხვაგვარად დაჭრილი გაყინული კარტოფილი
15312000,კარტოფილის პროდუქტები
15312100,სწრაფი მომზადების კარტოფილის პიურე
15312200,ნახევრადშემწვარი კარტოფილის ჩიფსები
15312300,კარტოფილის ჩიფსები
15312310,არომატიზებული კარტოფილის ჩიფსები
15312400,კარტოფილის საუზმე
15312500,კარტოფილის კროკეტი/ფრიკადელი
15313000,გადამუშავებული კარტოფილი
15320000,ხილისა და ბოსტნეულის წვენები
15321000,ხილის წვენები
15321100,ფორთოხლის წვენი
15321200,გრეიფრუტის წვენი
15321300,ლიმონის წვენი
15321400,ანანასის წვენი
15321500,ყურძნის წვენი
15321600,ვაშლის წვენი
15321700,არაკონცენტრირებული წვენების ნარევი
15321800,კონცენტრირებული წვენები
15322000,ბოსტნეულის წვენები
15322100,პომიდვრის წვენი
15330000,გადამუშავებული ხილი და ბოსტნეული
15331000,გადამუშავებული ბოსტნეული
15331100,ახალი ან გაყინული ბოსტნეული
15331110,გადამუშავებული ბოლქვები
15331120,გადამუშავებული გორგლოვანი ბოსტნეული
15331130,ლობიო ბარდა წიწაკა პომიდორი და სხვა ბოსტნეული
15331131,გადამუშავებული ლობიო
15331132,გადამუშავებული ბარდა
15331133,დამტვრეული ბარდა
15331134,გადამუშავებული პომიდორი
15331135,გადამუშავებული სოკო
15331136,გადამუშავებული წიწაკა
15331137,სოიის ღივები/ყლორტები
15331138,ტრიუფელები
15331140,ფოთლოვანი და კომბოსტოსნაირი ბოსტნეული
15331142,გადამუშავებული კომბოსტო
15331150,გადამუშავებული პარკოსნები
15331170,გაყინული ბოსტნეული
15331400,დაკონსერვებული ბოსტნეული (და)/ან ბოსტნეული ლითონის ყუთებში
15331410,ლობიო პომიდვრის სოუსში
15331411,მოთუშული ლობიო
15331420,დაკონსერვებული პომიდორი
15331423,პომიდორი ლითონის ყუთებში
15331425,ტომატ-პასტა
15331427,კონცენტრირებული ტომატ-პასტა
15331428,პომიდვრის სოუსი
15331430,დაკონსერვებული სოკო
15331450,გადამუშავებული ზეთისხილი
15331460,დაკონსერვებული ბოსტნეული
15331461,მჟავე კომბოსტოს კონსერვი
15331462,დაკონსერვებული ბარდა
15331463,კანგაცლილი მარცვლეულის კონსერვი
15331464,დაკონსერვებული მთლიანი ლობიოს მარცვლები
15331465,ასპარაგუსის კონსერვი
15331466,დაკონსერვებული ზეთისხილი
15331470,ტკბილი სიმინდი
15331480,მალფუჭებადი ბოსტნეულის კონსერვები
15331500,ძმარში შენახული ბოსტნეული
15332000,გადამუშავებული ხილი და თხილეული
15332100,გადამუშავებული ხილი
15332140,გადამუშავებული ვაშლი
15332150,გადამუშავებული მსხალი
15332160,გადამუშავებული ბანანი
15332170,რევანდი
15332180,ნესვი
15332200,ჯემები და მურაბები; ხილის ჟელეები; ხილის ან თხილის პიურეები და პასტები
15332230,მურაბები
15332231,ფორთოხლის მურაბა
15332232,ლიმონის მურაბა
15332240,ხილის ჟელე
15332250,ხილის პასტა
15332260,თხილის პასტა
15332261,არაქისის კარაქი
15332270,ხილის პიურე
15332290,ჯემები
15332291,გარგრის ჯემი
15332292,მაყვლის ჯემი
15332293,შავი მოცხარის ჯემი
15332294,ალუბლის ჯემი
15332295,ჟოლოს ჯემი
15332296,მარწყვის ჯემი
15332300,გადამუშავებული თხილეული
15332310,მოხალული ან დამარილებული თხილი
15332400,დაკონსერვებული ხილი
15332410,გამხმარი ხილი/კერკი
15332411,გადამუშავებული მოცხარი
15332412,გადამუშავებული ქიშმიში
15332419,თეთრი უკურკო ყურძნის ქიშმიში
15333000,ბოსტნეულის სუბპროდუქტები
15400000,ცხოველური ან მცენარეული ზეთები და ცხიმები
15410000,ნედლი/დაუმუშავებელი ცხოველური ან მცენარეული ზეთები და ცხიმები
15411000,ცხოველური და მცენარეული ზეთები
15411100,მცენარეული ზეთი
